Date,Applicant_Name,NGO_Name,City_Town_Village,Project_Name,Requested_Amount_PKR,Legitimate_Estimate_PKR,Fraud_Type,Fraud_Indicator,Population_Census_Record,Invoice_ID,Vendor_Name,Bank_Reference_No,Bank_Name,Is_Fraud
3/13/2023,Hassan Farooq,Naya Umeed NGO,Rawalpindi,Community Health Camps,"Rs 995,700","Rs 995,700",Approved,Compliant with Guidelines,"3,357,612",INV-B80U10KW,Al-Faisal Supplies,BR-FBL-9274454185,Faysal Bank,FALSE
5/21/2024,Nadia Saleem,Sehat & Taleem Initiative,Jafarabad,Community Health Camps,"Rs 253,300","Rs 253,250",Approved,Compliant with Guidelines,"77,521",INV-T8MVW5OX,Medical & Relief Experts,BR-MEBL-3481892609,Meezan Bank,FALSE
11/14/2021,Zara Javed,Sahara Development Foundation,Gwadar,Small Villages for Fishermen,"Rs 851,800","Rs 851,760",Approved,Compliant with Guidelines,"564,420",INV-Z1JPAHRX,China Engineer & Builder,BR-ALF-2378355318,Bank Alfalah,FALSE
9/24/2021,Khadija Ahmed,Roshan Welfare Trust,Mansehra,Solar Panel Systems in Rural Areas,"Rs 60,500","Rs 60,488",Approved,Compliant with Guidelines,"692,210",INV-U8781XTQ,Shahin Solar Penal Expert,BR-ASK-8280284743,Askari Bank,FALSE
9/6/2022,Mubashir Butt,Sehat & Taleem Initiative,Quetta,Vocational Training for Youth,"Rs 73,700","Rs 73,700",Approved,Compliant with Guidelines,"1,565,546",INV-MZ2RNO6C,GreenLeaf Construction,BR-ASK-2844256545,Askari Bank,FALSE
11/25/2023,Rabia Qureshi,Sahara Development Foundation,Multan,Rebuild Vaccination Support Centers,"Rs 420,900","Rs 420,900",Approved,Compliant with Guidelines,"2,215,381",INV-KIO5B6II,Bright Future Builders,BR-NBP-3838592370,National Bank of Pakistan,FALSE
4/8/2024,Yasir Raza,Sehat & Taleem Initiative,Peshawar,Tree-Plantation & Greenery Initiative,"Rs 1,390,300","Rs 1,390,250",Approved,Compliant with Guidelines,"1,905,975",INV-GX8860I7,Sunrise Plants,BR-MEBL-7232858595,Meezan Bank,FALSE
10/25/2024,Mubashir Mirza,Sehat & Taleem Initiative,Swabi,Polio Awareness & Vaccination Support,"Rs 172,300","Rs 172,150",Approved,Compliant with Guidelines,"46,320",INV-OF5L5D9A,EduServe Publishers,BR-HBL-2169362247,Habib Bank Limited,FALSE
11/13/2021,Omar Javed,Nishat Welfare Organization,Dadu City,Livelihoods: Small Business Grants,"Rs 4,005,600","Rs 4,005,555",Approved,Compliant with Guidelines,"188,317",INV-NLX4FR3T,Metro Office Solutions,BR-UBL-8857440795,United Bank Limited,FALSE
7/30/2021,Aisha Sheikh,Sahara Development Foundation,Sialkot,Vocational Training for Youth,"Rs 2,270,100","Rs 2,270,100",Approved,Compliant with Guidelines,"835,337",INV-DC14ZSEX,PakTech Equipments,BR-MCB-3514300539,MCB Bank Limited,FALSE
1/12/2022,Omar Hussain,Green Villages Pakistan,Peshawar,Dengue Awareness Camp,"Rs 9,439,400","Rs 9,439,400",Approved,Compliant with Guidelines,"1,905,975",INV-U6MQBIAF,Nishat Pharmacy Ltd,BR-SCB-4993865098,Standard Chartered Pakistan,FALSE
8/6/2023,Fahad Raza,Sahara Development Foundation,Abbottabad,Girls EDUCATION Drive,"Rs 575,000","Rs 575,000",Approved,Compliant with Guidelines,"234,395",INV-AH3QN21R,United Medical & Relief Vendors,BR-NBP-8145653629,National Bank of Pakistan,FALSE
12/23/2023,Rabia Butt,Sehat & Taleem Initiative,Quetta,Covid-19 Awareness & Vaccination Support,"Rs 364,200","Rs 364,200",Approved,Compliant with Guidelines,"1,565,546",INV-5VS0JZWL,Nishat Pharmacy Ltd,BR-NBP-0805066533,National Bank of Pakistan,FALSE
2/25/2021,Imran Shah,Roshan Welfare Trust,Quetta,Maternal and Child Health Outreach,"Rs 2,139,700","Rs 2,139,700",Approved,Compliant with Guidelines,"1,565,546",INV-UB31P35Z,BlueSky Logistics Company,BR-ASK-7072825344,Askari Bank,FALSE
2/12/2023,Aisha Qureshi,Sahara Development Foundation,Faisalabad,Community Health Camps,"Rs 1,103,400","Rs 1,103,400",Approved,Compliant with Guidelines,"3,691,999",INV-MHF5OX05,United Medical & Relief Vendors,BR-ASK-8462590700,Askari Bank,FALSE
3/29/2021,Sana Butt,Sahara Development Foundation,Faisalabad,Rebuild Child Health Centers,"Rs 7,531,600","Rs 7,531,600",Approved,Compliant with Guidelines,"3,691,999",INV-4JUJUM3A,GreenLeaf Construction,BR-ABL-0441790490,Allied Bank,FALSE
5/13/2022,Mehwish Sheikh,Roshan Welfare Trust,Lahore,Maternal and Child Health Outreach,"Rs 636,000","Rs 636,000",Approved,Compliant with Guidelines,"13,004,135",INV-VKCAG1JD,United Medical & Relief Vendors,BR-NBP-4551758734,National Bank of Pakistan,FALSE
2/3/2023,Nadia Hussain,Naya Umeed NGO,Lahore,Disaster Relief Rapid Response,"Rs 411,100","Rs 411,100",Approved,Compliant with Guidelines,"13,004,135",INV-PTT3M5H0,Bright Future Printers,BR-MEBL-7254858376,Meezan Bank,FALSE
6/14/2022,Rabia Sheikh,Sahara Development Foundation,Sukkur,Clean Water & Sanitation Project,"Rs 7,001,700","Rs 7,001,700",Approved,Compliant with Guidelines,"1,625,467",INV-9PHWN8DD,United Medical & Relief Vendors,BR-NBP-4146894958,National Bank of Pakistan,FALSE
11/15/2023,Nabeel Mirza,Nishat Welfare Organization,Peshawar,Clean Water & Cannal for Rural Area,"Rs 426,300","Rs 426,251",Approved,Compliant with Guidelines,"1,905,975",INV-J9AHAS8N,GreenLeaf Construction,BR-FBL-7992699839,Faysal Bank,FALSE
6/1/2023,Nabeel Qureshi,Sehat & Taleem Initiative,Kohat,Solar Panel Systems in Rural Areas,"Rs 5,482,500","Rs 5,482,500",Approved,Compliant with Guidelines,"885,285",INV-AI7REFIC,Waheed Solar Panel Shop,BR-UBL-3704845147,United Bank Limited,FALSE
4/19/2022,Zara Farooq,Roshan Welfare Trust,Mansehra,Govt. School & College Rehabilitation,"Rs 2,096,100","Rs 2,096,066",Approved,Compliant with Guidelines,"692,210",INV-QPIGN2UP,PakTech Equipments,BR-MCB-4972913701,MCB Bank Limited,FALSE
11/4/2022,Ali Butt,Sehat & Taleem Initiative,Quetta,Rural School Rehabilitation & Reconstructions,"Rs 57,900","Rs 57,900",Approved,Compliant with Guidelines,"1,565,546",INV-2OTKQXW1,SafeHands Builders,BR-MCB-4343494985,MCB Bank Limited,FALSE
10/27/2024,Fatima Qureshi,Sahara Development Foundation,Rawalpindi,Girls EDUCATION Drive,"Rs 668,300","Rs 668,300",Approved,Compliant with Guidelines,"3,357,612",INV-SKFNNMLW,EduServe Publishers,BR-ASK-1473472945,Askari Bank,FALSE
3/29/2021,Usman Ahmed,Sahara Development Foundation,Khuzdar,Covid-19 Awareness & Vaccination Support,"Rs 1,029,100","Rs 1,029,100",Approved,Compliant with Guidelines,"1,001,205",INV-E9AFPP7S,Metro Office Solutions,BR-NBP-9625194391,National Bank of Pakistan,FALSE
6/15/2024,Rabia Ahmed,Roshan Welfare Trust,Mardan,Solar Panel Systems in Rural Areas,"Rs 1,012,900","Rs 1,012,900",Approved,Compliant with Guidelines,"198,231",INV-QV0R095U,Metro Office Solutions,BR-ASK-0739392059,Askari Bank,FALSE
11/9/2023,Fatima Hussain,Naya Umeed NGO,Faisalabad,Rural Govt. Medical Centers Rehabilitation,"Rs 60,800","Rs 60,760",Approved,Compliant with Guidelines,"3,691,999",INV-SG0YPJAW,SafeHands Pharmaceuticals Ltd,BR-ABL-8148348166,Allied Bank,FALSE
12/17/2024,Imran Shah,Green Villages Pakistan,Mingora,Community Health Camps for Children,"Rs 4,309,600","Rs 4,309,600",Approved,Compliant with Guidelines,"28,231",INV-BTG7GA24,BlueSky Logistics Company,BR-SCB-6393736192,Standard Chartered Pakistan,FALSE
10/30/2023,Khadija Khan,Sahara Development Foundation,Thatta,Livelihoods: Small Business Grants,"Rs 5,118,000","Rs 5,118,000",Approved,Compliant with Guidelines,"125,663",INV-D0UXF7FS,Dairy Businesses Ltd,BR-HBL-7840176873,Habib Bank Limited,FALSE
5/2/2021,Nabeel Shah,Roshan Welfare Trust,Khairpur,Girls EDUCATION Drive,"Rs 418,900","Rs 418,900",Approved,Compliant with Guidelines,"126,285",INV-EDL60YOK,BlueSky Logistics Company,BR-SCB-4363711918,Standard Chartered Pakistan,FALSE
6/20/2022,Nabeel Saleem,Sahara Development Foundation,Lahore,Community Health Camps for women,"Rs 5,937,700","Rs 5,937,675",Approved,Compliant with Guidelines,"13,004,135",INV-16JQVLW2,EduServe Publishers,BR-NBP-2379540505,National Bank of Pakistan,FALSE
7/13/2024,Yasir Mirza,Green Villages Pakistan,Turbat,Covid-19 Awareness & Vaccination Support,"Rs 93,600","Rs 93,565",Approved,Compliant with Guidelines,"268,625",INV-2IBJVSLR,Govt. Health Centers,BR-MCB-2903213887,MCB Bank Limited,FALSE
5/19/2022,Khadija Butt,Roshan Welfare Trust,Sialkot,Tree-Plantation & Greenery Initiative,"Rs 275,700","Rs 275,700",Approved,Compliant with Guidelines,"835,337",INV-A6D2KG1T,Jan-Fatima Fertilizer Company,BR-FBL-3381114933,Faysal Bank,FALSE
3/2/2024,Hassan Saleem,Sahara Development Foundation,Multan,Children Vaccinations in Rural Areas,"Rs 1,539,200","Rs 1,539,200",Approved,Compliant with Guidelines,"2,215,381",INV-UDKBU0T3,United Medical & Relief Vendors,BR-ASK-0919034721,Askari Bank,FALSE
2/24/2022,Khadija Khan,Roshan Welfare Trust,Sialkot,Children Vaccinations in Rural Areas,"Rs 65,500","Rs 64,495",Approved,Compliant with Guidelines,"835,337",INV-Z7PRB6X6,SafeHands Pharmaceuticals Ltd,BR-MEBL-3658656933,Meezan Bank,FALSE
8/6/2022,Ali Qureshi,Sehat & Taleem Initiative,Quetta,Maternal and Child Health Vaccination,"Rs 79,600","Rs 79,600",Approved,Compliant with Guidelines,"1,565,546",INV-KFLAB0QM,United Medical & Relief Vendors,BR-UBL-8240633347,United Bank Limited,FALSE
12/1/2022,Zara Anwar,Sahara Development Foundation,Zhob,Covid-19 Awareness & Vaccination Support,"Rs 295,400","Rs 295,354",Approved,Compliant with Guidelines,"71,843",INV-V5QD8C1A,Govt. Health Centers,BR-NBP-8490545528,National Bank of Pakistan,FALSE
6/21/2023,Fahad Farooq,Naya Umeed NGO,Sahiwal,Rural School Rehabilitation,"Rs 85,200","Rs 85,200",Approved,Compliant with Guidelines,"6,285",INV-TECAFVO5,Metro Office Solutions,BR-UBL-4172850094,United Bank Limited,FALSE
3/10/2023,Omar Butt,Green Villages Pakistan,Rawalpindi,Small Businesses for Women,"Rs 1,535,400","Rs 1,535,400",Approved,Compliant with Guidelines,"3,357,612",INV-74WQNG6N,BlueSky Logistics Company,BR-UBL-1940233984,United Bank Limited,FALSE
6/6/2023,Usman Ahmed,Roshan Welfare Trust,Sukkur,Clean Water & Sanitation Project,"Rs 96,400","Rs 77,095",Procurement & Vendor Fraud,Invoices lack vendor contact details,"551,357",INV-UD1AU0IN,SafeHands Pharmaceuticals Ltd,BR-ALF-2816284759,Bank Alfalah,TRUE
7/5/2022,Bilal Farooq,Naya Umeed NGO,Karachi,Community Health Camps,"Rs 164,300","Rs 101,706",Procurement & Vendor Fraud,Ghost vendor detected,"18,870,000",INV-WU7SA7ID,United Medical & Relief Vendors,BR-HBL-1515465086,Habib Bank Limited,TRUE
4/1/2022,Ali Farooq,Nishat Welfare Organization,Sukkur,Community Health Camps,"Rs 114,400","Rs 114,400",Approved,Compliant with Guidelines,"1,625,467",INV-6FTSCJLE,United Medical & Relief Vendors,BR-ABL-2795787711,Allied Bank,FALSE
5/7/2023,Mubashir Anwar,Sahara Development Foundation,Loralai Town,Clean Water & Sanitation Project,"Rs 1,589,700","Rs 1,589,682",Approved,Compliant with Guidelines,"19,700",INV-TG6T26OL,SHAFAF PANI,BR-SCB-5492750586,Standard Chartered Pakistan,FALSE
1/14/2024,Omar Ahmed,Green Villages Pakistan,Sialkot,Vocational Training for Youth,"Rs 122,800","Rs 122,800",Approved,Compliant with Guidelines,"835,337",INV-U2HERSNU,GreenLeaf Construction,BR-HBL-3690102709,Habib Bank Limited,FALSE
4/9/2023,Khadija Khan,Green Villages Pakistan,Sukkur,Vocational Training for Youth,"Rs 720,100","Rs 720,100",Approved,Compliant with Guidelines,"1,625,467",INV-X2N75WLN,EduServe Publishers,BR-FBL-8170392958,Faysal Bank,FALSE
6/11/2023,Mehwish Sheikh,Naya Umeed NGO,Faisalabad,Maternal and Child Health Outreach,"Rs 1,328,600","Rs 1,328,600",Approved,Compliant with Guidelines,"3,691,999",INV-75D3NMYB,GreenLeaf Construction,BR-SCB-8501120443,Standard Chartered Pakistan,FALSE
8/31/2021,Hira Hussain,Naya Umeed NGO,Quetta,Rural School Rehabilitation,"Rs 2,389,600","Rs 2,389,600",Approved,Compliant with Guidelines,"1,565,546",INV-DCQR8ZMM,BlueSky Logistics Company,BR-HBL-8909899871,Habib Bank Limited,FALSE
4/3/2023,Rabia Shah,Sahara Development Foundation,Lahore,Rural School Rehabilitation,"Rs 91,900","Rs 91,900",Approved,Compliant with Guidelines,"13,004,135",INV-LUCLLE4A,Sunrise Stationers & Books,BR-MCB-1675831486,MCB Bank Limited,FALSE
1/6/2024,Nadia Saleem,Sehat & Taleem Initiative,Sialkot,Community Health Camps,"Rs 9,379,100","Rs 9,379,100",Approved,Compliant with Guidelines,"835,337",INV-6K24ZN0M,EduServe Publishers ,BR-FBL-7297583812,Faysal Bank,FALSE
7/9/2023,Bilal Ahmed,Sehat & Taleem Initiative,Karachi,Rural School Rehabilitation,"Rs 11,106,700","Rs 11,106,700",Approved,Compliant with Guidelines,"18,870,000",INV-OKQBBWBX,Metro Office Solutions,BR-MCB-7244649143,MCB Bank Limited,FALSE
9/8/2024,Rabia Abbasi,Roshan Welfare Trust,Karachi,Clean Water & Sanitation Project,"Rs 385,800","Rs 385,800",Approved,Compliant with Guidelines,"18,870,000",INV-3ON4FG0D,Bright Future Printers ,BR-FBL-6225302563,Faysal Bank,FALSE
2/1/2024,Sana Ahmed,Green Villages Pakistan,Quetta,Rural School Rehabilitation,"Rs 173,700","Rs 173,700",Approved,Compliant with Guidelines,"1,565,546",INV-QF1G5FU3,United Medical & Relief Vendors,BR-MCB-3351798187,MCB Bank Limited,FALSE
10/4/2024,Usman Hussain,Naya Umeed NGO,Sialkot,Community Health Camps,"Rs 4,808,900","Rs 4,808,900",Approved,Compliant with Guidelines,"835,337",INV-HTNCVHZT,Al-Faisal Supplies,BR-MEBL-0998954294,Meezan Bank,FALSE
11/18/2021,Sana Qureshi,Sahara Development Foundation,Quetta,Clean Water & Sanitation Project,"Rs 1,655,500","Rs 1,655,500",Approved,Compliant with Guidelines,"1,565,546",INV-3CHNJ6GD,SafeHands Pharmaceuticals Ltd,BR-MEBL-6589325176,Meezan Bank,FALSE
5/30/2022,Rabia Shah,Green Villages Pakistan,Rawalpindi,Livelihoods: Small Business Grants,"Rs 1,030,800","Rs 1,030,800",Approved,Compliant with Guidelines,"3,357,612",INV-8LI72W4O,PakTech Equipments ,BR-FBL-2280228216,Faysal Bank,FALSE
12/11/2021,Rabia Farooq,Roshan Welfare Trust,Rawalpindi,Vocational Training for Youth,"Rs 142,200","Rs 142,200",Approved,Compliant with Guidelines,"3,357,612",INV-15XD82IJ,Bright Future Printers ,BR-FBL-5591143313,Faysal Bank,FALSE
4/30/2021,Mubashir Raza,Sahara Development Foundation,Quetta,Girls EDUCATION Drive,"Rs 1,340,400","Rs 1,340,400",Approved,Compliant with Guidelines,"1,565,546",INV-TVV8C3BA,Bright Future Printers,BR-NBP-4146142842,National Bank of Pakistan,FALSE
7/21/2021,Ali Mirza,Roshan Welfare Trust,Karachi,Maternal and Child Health Outreach,"Rs 52,100","Rs 52,100",Approved,Compliant with Guidelines,"18,870,000",INV-OZ4V5BVH,PakTech Equipments,BR-ABL-1277996457,Allied Bank,FALSE
6/5/2022,Usman Hussain,Naya Umeed NGO,Lahore,Community Health Camps,"Rs 431,400","Rs 431,386",Approved,Compliant with Guidelines,"13,004,135",INV-AYK2LALX,BlueSky Logistics Company,BR-HBL-1998150409,Habib Bank Limited,FALSE
7/11/2024,Sana Abbasi,Nishat Welfare Organization,Sanghar,Tree-Plantation & Greenery Initiative,"Rs 108,300","Rs 108,266",Approved,Compliant with Guidelines,"55,582",INV-ZNV6L8JV,Naheed Flowers and Garden,BR-SCB-1280765223,Standard Chartered Pakistan,FALSE
12/29/2023,Fatima Abbasi,Sahara Development Foundation,Loralai Town,Rural School Rehabilitation,"Rs 246,600","Rs 246,600",Approved,Compliant with Guidelines,"19,700",INV-7IAZGQ09,BlueSky Logistics Company,BR-MEBL-2982207127,Meezan Bank,FALSE
5/9/2024,Rabia Saleem,Green Villages Pakistan,Faisalabad,Girls EDUCATION Drive,"Rs 143,000","Rs 143,000",Approved,Compliant with Guidelines,"3,691,999",INV-BMED33I7,Sunrise Stationers & Books,BR-FBL-4644504692,Faysal Bank,FALSE
8/23/2022,Nabeel Javed,Sahara Development Foundation,Sukkur,Disaster Relief Rapid Response,"Rs 287,400","Rs 287,400",Approved,Compliant with Guidelines,"1,625,467",INV-2FX35LG4,GreenLeaf Construction,BR-ASK-6109082552,Askari Bank,FALSE
8/25/2024,Sana Saleem,Roshan Welfare Trust,Bahawalpur,Clean Water & Sanitation Project,"Rs 9,084,500","Rs 9,084,500",Approved,Compliant with Guidelines,"903,795",INV-3KLLZCUH,Pani wala Water Supplier,BR-ASK-8100544632,Askari Bank,FALSE
11/16/2023,Rabia Hussain,TALEEM-DO Welfare Organization,Dadu City,Govt.High School and College Reconstruction,"Rs 4,410,500","Rs 4,410,500",Approved,Compliant with Guidelines,"188,317",INV-A1I10PKA,Shakil Jokhiyo Builders,BR-ABL-1359123747,Allied Bank,FALSE
9/7/2023,Hira Shah,Naya Umeed NGO,Moro City,Clean Water & Sanitation Project,"Rs 4,179,700","Rs 4,179,624",Approved,Compliant with Guidelines,"65,222",INV-KATV82HK,Sindhu Water Supplier,BR-ASK-4360965810,Askari Bank,FALSE
3/4/2022,Mehwish Qureshi,Sahara Development Foundation,Rawalpindi,Vocational Training for Youth,"Rs 558,300","Rs 558,300",Approved,Compliant with Guidelines,"3,357,612",INV-W0S1NKK0,PakTech Equipments,BR-ABL-5407128755,Allied Bank,FALSE
7/6/2022,Omar Mirza,Sahara Development Foundation,Moro City,Housing Society Development in Flooded Area,"Rs 134,200","Rs 134,186",Approved,Compliant with Guidelines,"65,222",INV-Z6CTEL74,GreenLeaf Construction,BR-FBL-8177723665,Faysal Bank,FALSE
5/2/2023,Omar Shah,Sehat & Taleem Initiative,Multan,Clean Water & Sanitation Project,"Rs 2,141,200","Rs 2,141,200",Approved,Compliant with Guidelines,"2,215,381",INV-NIT38CX5,Metro Office Solutions,BR-FBL-2673703772,Faysal Bank,FALSE
12/5/2023,Ali Malik,Sahara Development Foundation,Hub,Maternal and Child Health Outreach,"Rs 178,200","Rs 178,255",Approved,Compliant with Guidelines,"25,643",INV-TFAECQAK,SafeHands Pharmaceuticals Ltd,BR-NBP-1316193487,National Bank of Pakistan,FALSE
3/16/2024,Nabeel Khan,Green Pakistan Welfare,Sialkot,Vocational Training for Youth,"Rs 488,300",Rs 488.245,Approved,Compliant with Guidelines,"835,337",INV-64THU9QO,Sunrise Stationers & Books,BR-ASK-5274460957,Askari Bank,FALSE
9/18/2024,Imran Khan,Naya Umeed NGO,Lahore,Disaster Relief Rapid Response,"Rs 233,900","Rs 233,900",Approved,Compliant with Guidelines,"13,004,135",INV-9X0740C9,GreenLeaf Construction,BR-MEBL-7702562695,Meezan Bank,FALSE
7/1/2024,Nadia Hussain,Roshan Welfare Trust,Kila Abdullah District,Clean Water & Sanitation Project,"Rs 101,000","Rs 100,000",Approved,Compliant with Guidelines,"401,205",INV-DF5JJ002,Baloch-RO Water Plant,BR-MCB-1571936022,MCB Bank Limited,FALSE
8/5/2022,Sana Farooq,Sehat & Taleem Initiative,Lahore,Distribution of Animal Medicine,"Rs 62,800","Rs 62,755",Approved,Compliant with Guidelines,"13,004,135",INV-KKZ4GZW6,United Medical & Relief Vendors,BR-ASK-5165738299,Askari Bank,FALSE
5/13/2023,Mehwish Mirza,Sehat & Taleem Initiative,Sialkot,Clean Water & Sanitation Project,"Rs 6,232,600","Rs 6,232,600",Approved,Compliant with Guidelines,"835,337",INV-GL1NAIA0,Metro Office Solutions,BR-ASK-6575687056,Askari Bank,FALSE
3/17/2023,Sana Qureshi,Naya Umeed NGO,Awaran,Rural School Free Books Distributions,"Rs 1,538,100","Rs 1,538,100",Approved,Compliant with Guidelines,"1,871,843",INV-LIFNNT4Y,Sunrise Stationers & Books,BR-HBL-7025440104,Habib Bank Limited,FALSE
5/13/2024,Rabia Khan,Sehat & Taleem Initiative,Faisalabad,Rural School Free Books Distributions,"Rs 4,451,900","Rs 4,451,900",Approved,Compliant with Guidelines,"3,691,999",INV-FA2M2H0C,Sunrise Stationers & Books,BR-NBP-3257064679,National Bank of Pakistan,FALSE
1/30/2024,Nabeel Sheikh,Green Villages Pakistan,Abbottabad,Art and Craft with Young Girl,"Rs 10,481,200","Rs 10,481,200",Approved,Compliant with Guidelines,"234,395",INV-VH1XSN66,BlueSky Logistics Company,BR-HBL-6076369264,Habib Bank Limited,FALSE
6/5/2023,Zara Anwar,Roshan Welfare Trust,Abbottabad,Maternal and Child Health Outreach,"Rs 2,567,100","Rs 2,567,100",Approved,Compliant with Guidelines,"234,395",INV-0O158J8H,Al-Faisal Medicals,BR-ABL-8753366810,Allied Bank,FALSE
11/21/2021,Nadia Butt,Green Villages Pakistan,Sukkur,Tree-Plantation & Greenery Initiative,"Rs 4,986,200","Rs 4,986,200",Approved,Compliant with Guidelines,"1,625,467",INV-OKEKSK2V,Garden & Flowers Nusery,BR-ALF-1147068272,Bank Alfalah,FALSE
6/5/2023,Imran Shah,Roshan Welfare Trust,Multan,Maternal and Child Health Outreach,"Rs 663,500","Rs 663,500",Approved,Compliant with Guidelines,"2,215,381",INV-H7O0ZBO7,BlueSky Logistics Company,BR-MEBL-9466429717,Meezan Bank,FALSE
2/8/2023,Omar Mirza,Green Villages Pakistan,Faisalabad,Vocational Training for Youth,"Rs 543,500","Rs 543,500",Approved,Compliant with Guidelines,"3,691,999",INV-OLPF37L5,BlueSky Logistics Company,BR-ALF-5406075524,Bank Alfalah,FALSE
8/2/2024,Ali Khan,TALEEM-DO Welfare Organization,Sialkot,Computer Centers for Girls,"Rs 263,200","Rs 263,200",Approved,Compliant with Guidelines,"1,796,151",INV-J2NI4ZF5,Sony Computer Supplies,BR-ASK-0868070650,Askari Bank,FALSE
1/23/2021,Rabia Butt,TALEEM-DO Welfare Organization,Killa Saifullah,Vocational Training for Youth in Computers,"Rs 1,169,000","Rs 1,169,000",Approved,Compliant with Guidelines,"670,042",INV-O8BJMIGJ,Bright Future Printers,BR-ABL-9374782189,Allied Bank,FALSE
12/16/2024,Usman Hussain,Naya Umeed NGO,Gujrat,Govt.High School and College Reconstruction,"Rs 382,300","Rs 301,551",Expense/Reimbursement Fraud,Vendor is related party,"70,042",INV-QYPBHF3H,Malik Constructions,BR-MCB-4717346290,MCB Bank Limited,TRUE
2/13/2021,Usman Butt,Nishat Welfare Organization,Sukkur,Boys School Rehabilitation in Rural Area,"Rs 10,148,300","Rs 10,148,233",Approved,Compliant with Guidelines,"1,625,467",INV-ZQLR1M86,Sunrise Stationers & Books,BR-UBL-3198578347,United Bank Limited,FALSE
6/14/2022,Mehwish Hussain,Sehat & Taleem Initiative,Sialkot,Disaster Relief Rapid Response,"Rs 997,300","Rs 997,300",Approved,Compliant with Guidelines,"835,337",INV-YLVVLD3I,United Medical & Relief Vendors,BR-SCB-4309776166,Standard Chartered Pakistan,FALSE
2/18/2022,Mubashir Javed,Sehat & Taleem Initiative,Rawalpindi,Vocational Training for Youth,"Rs 55,100","Rs 55,100",Approved,Compliant with Guidelines,"3,357,612",INV-14350Q8O,Al-Faisal Supplies,BR-ABL-8827790606,Allied Bank,FALSE
10/24/2024,Aisha Anwar,Roshan Welfare Trust,Gwadar,Small Business of Fishery,"Rs 192,800","Rs 192,758",Approved,Compliant with Guidelines,"564,420",INV-LZVGW9HN,Metro Office of Gwadar,BR-NBP-2491519432,National Bank of Pakistan,FALSE
2/10/2024,Yasir Khan,Sahara Development Foundation,Gharo,Small Business of Fishery,"Rs 7,213,100","Rs 7,213,100",Approved,Compliant with Guidelines,"156,225",INV-5WVHCLV0,Shaheen Fishery Wholesell ,BR-MEBL-5750638490,Meezan Bank,FALSE
6/16/2022,Nabeel Abbasi,Naya Umeed NGO,Multan,Girls Earlly Age Health Awareness,"Rs 344,600","Rs 344,575",Approved,Compliant with Guidelines,"2,215,381",INV-JPJLBWJ1,United Medical & Relief Vendors,BR-SCB-2197063058,Standard Chartered Pakistan,FALSE
4/27/2022,Mubashir Shah,Naya Umeed NGO,Faisalabad,Maternal and Child Health Outreach,"Rs 215,400","Rs 215,400",Approved,Compliant with Guidelines,"3,691,999",INV-YQTAYBGI,BlueSky Logistics Company,BR-HBL-8850738786,Habib Bank Limited,FALSE
9/15/2022,Rabia Malik,Green Villages Pakistan,Sukkur,Vocational Training for Youth,"Rs 833,300","Rs 833,300",Approved,Compliant with Guidelines,"1,625,467",INV-V0ZITYFI,BlueSky Logistics Company,BR-ASK-7966319875,Askari Bank,FALSE
1/1/2021,Omar Shah,Naya Umeed NGO,Karachi,Rural School Rehabilitation,"Rs 369,100","Rs 369,100",Approved,Compliant with Guidelines,"18,870,000",INV-GC4XAIC0,Metro Office Solutions,BR-NBP-7346325700,National Bank of Pakistan,FALSE
4/17/2021,Ali Mirza,Sehat & Taleem Initiative,Karachi,Girls EDUCATION Drive,"Rs 941,800","Rs 941,800",Approved,Compliant with Guidelines,"18,870,000",INV-F52BWHNY,Al-Faisal Supplies,BR-UBL-6937937184,United Bank Limited,FALSE
11/27/2023,Rabia Javed,Naya Umeed NGO,Peshawar,Vocational Training for Youth,"Rs 4,582,000","Rs 4,582,000",Approved,Compliant with Guidelines,"1,905,975",INV-15H9H4YN,SafeHands Pharmaceuticals Ltd,BR-HBL-6526193542,Habib Bank Limited,FALSE
8/28/2023,Nadia Saleem,Roshan Welfare Trust,Quetta,Covid-19 Awareness & Vaccination Support,"Rs 6,052,300","Rs 6,052,300",Approved,Compliant with Guidelines,"1,565,546",INV-XBIGUJ9C,EduServe Publishers,BR-HBL-1278234679,Habib Bank Limited,FALSE
12/23/2021,Fatima Qureshi,Sahara Development Foundation,Kohat,Aggriculture and Farming Growth in Rural Area,"Rs 74,600","Rs 74,600",Approved,Compliant with Guidelines,"885,285",INV-U7MPA7DZ,Pakarab Agri Fertilizers Limited,BR-FBL-2760577469,Faysal Bank,FALSE
7/1/2021,Imran Shah,Green Villages Pakistan,Dera Ismail Khan,Art and Craft with Young Girl,"Rs 81,000","Rs 81,000",Approved,Compliant with Guidelines,"67,231",INV-ZUAH35QR,BlueSky Logistics Company,BR-ALF-5123863409,Bank Alfalah,FALSE
6/29/2024,Yasir Raza,Roshan Welfare Trust,Sukkur,Girls EDUCATION Drive,"Rs 1,902,100","Rs 1,902,100",Approved,Compliant with Guidelines,"1,625,467",INV-UNHU25Z8,Bright Future Printers,BR-SCB-1711776229,Standard Chartered Pakistan,FALSE
12/26/2022,Nabeel Abbasi,Naya Umeed NGO,"Karachi,bhans Coloney",Livelihoods: Small Business Grants in Dairy,"Rs 1,992,600","Rs 1,992,600",Approved,Compliant with Guidelines,"14,916,456",INV-3B9KYHKZ,Karachi Dairy Dealer,BR-FBL-8543839639,Faysal Bank,FALSE
